time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,new_la_code,la_name,old_la_code,setting_type,placements
202223,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000030,Walsall,335,One on one tuition,21
202223,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000031,Peterborough,874,Education setting with URN,111
202223,Academic year,Local authority,E92000001,England,E12000007,London,E09000008,Croydon,306,Non-maintained further education college,2
202223,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000034,Thurrock,883,One on one tuition,42
202223,Academic year,Local authority,E92000001,England,E12000007,London,E09000019,Islington,206,Non-maintained further education college,11
202223,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E06000051,Shropshire,893,Registered provider with UKPRN,3
202223,Academic year,Local authority,E92000001,England,E12000009,South West,E10000027,Somerset,933,Registered provider with UKPRN,6
202223,Academic year,Local authority,E92000001,England,E12000007,London,E09000014,Haringey,309,Education setting with URN,152
202223,Academic year,Local authority,E92000001,England,E12000007,London,E09000015,Harrow,310,Other unregistered provider,2
202223,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E10000028,Staffordshire,860,Education setting with URN,699
202223,Academic year,Local authority,E92000001,England,E12000007,London,E09000031,Waltham Forest,320,Non-maintained further education college,39
202223,Academic year,Local authority,E92000001,England,E12000007,London,E09000032,Wandsworth,212,Education setting with URN,268
202223,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E06000021,Stoke-on-Trent,861,Other unregistered provider,19
202223,Academic year,Local authority,E92000001,England,E12000008,South East,E06000046,Isle of Wight,921,Work based placement,18
202223,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E10000007,Derbyshire,830,Other unregistered provider,89
202223,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E06000012,North East Lincolnshire,812,One on one tuition,32
202223,Academic year,Local authority,E92000001,England,E12000007,London,E09000016,Havering,311,Registered provider with UKPRN,9
202223,Academic year,Local authority,E92000001,England,E12000007,London,E09000012,Hackney,204,One on one tuition,1
202223,Academic year,Local authority,E92000001,England,E12000007,London,E09000030,Tower Hamlets,211,Unknown,4
202223,Academic year,Local authority,E92000001,England,E12000007,London,E09000005,Brent,304,One on one tuition,16
202223,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E06000013,North Lincolnshire,813,Other unregistered provider,28
202223,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000031,Wolverhampton,336,Other unregistered provider,3
202223,Academic year,Local authority,E92000001,England,E12000006,East of England,E10000020,Norfolk,926,One on one tuition,194
202223,Academic year,Local authority,E92000001,England,E12000007,London,E09000027,Richmond upon Thames,318,One on one tuition,2
202223,Academic year,Local authority,E92000001,England,E12000008,South East,E10000025,Oxfordshire,931,Education setting with URN,369
202223,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E10000024,Nottinghamshire,891,Education setting with URN,385
202223,Academic year,Local authority,E92000001,England,E12000008,South East,E06000037,West Berkshire,869,One on one tuition,1
202223,Academic year,Local authority,E92000001,England,E12000002,North West,E06000006,Halton,876,Work based placement,1
202223,Academic year,Local authority,E92000001,England,E12000002,North West,E10000017,Lancashire,888,One on one tuition,54
202223,Academic year,Local authority,E92000001,England,E12000009,South West,E06000059,Dorset,838,Registered provider with UKPRN,90
202223,Academic year,Local authority,E92000001,England,E12000001,North East,E06000057,Northumberland,929,Education setting with URN,200
202223,Academic year,Local authority,E92000001,England,E12000008,South East,E10000032,West Sussex,938,Registered provider with UKPRN,31
202223,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E06000051,Shropshire,893,Work based placement,1
202223,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000032,Bradford,380,One on one tuition,11
202223,Academic year,Local authority,E92000001,England,E12000002,North West,E06000006,Halton,876,Non-maintained further education college,1
202223,Academic year,Local authority,E92000001,England,E12000008,South East,E06000041,Wokingham,872,Education setting with URN,151
202223,Academic year,Local authority,E92000001,England,E12000001,North East,E08000024,Sunderland,394,One on one tuition,1
202223,Academic year,Local authority,E92000001,England,E12000007,London,E09000022,Lambeth,208,Other unregistered provider,65
202223,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E10000018,Leicestershire,855,Education setting with URN,444
202223,Academic year,Local authority,E92000001,England,E12000009,South West,E10000027,Somerset,933,Non-maintained further education college,32
202223,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E10000023,North Yorkshire,815,Education setting with URN,218
202223,Academic year,Local authority,E92000001,England,E12000007,London,E09000020,Kensington and Chelsea,207,Education setting with URN,62
202223,Academic year,Local authority,E92000001,England,E12000008,South East,E06000060,Buckinghamshire,825,Other unregistered provider,2
202223,Academic year,Local authority,E92000001,England,E12000002,North West,E08000003,Manchester,352,Education setting with URN,257
202223,Academic year,Local authority,E92000001,England,E12000009,South West,E06000025,South Gloucestershire,803,Education setting with URN,110
202223,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E06000017,Rutland,857,One on one tuition,11
202223,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000034,Kirklees,382,Non-maintained further education college,1
202223,Academic year,Local authority,E92000001,England,E12000007,London,E09000023,Lewisham,209,One on one tuition,42
202223,Academic year,Local authority,E92000001,England,E12000007,London,E09000026,Redbridge,317,Other unregistered provider,42
202223,Academic year,Local authority,E92000001,England,E12000002,North West,E06000009,Blackpool,890,Non-maintained further education college,2
202223,Academic year,Local authority,E92000001,England,E12000001,North East,E08000022,North Tyneside,392,Education setting with URN,81
202223,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000026,Coventry,331,Other unregistered provider,6
202223,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000030,Walsall,335,Education setting with URN,173
202223,Academic year,Local authority,E92000001,England,E12000008,South East,E10000025,Oxfordshire,931,One on one tuition,8
202223,Academic year,Local authority,E92000001,England,E12000008,South East,E10000016,Kent,886,Education setting with URN,1906
202223,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000031,Peterborough,874,One on one tuition,1
202223,Academic year,Local authority,E92000001,England,E12000009,South West,E10000027,Somerset,933,One on one tuition,76
202223,Academic year,Local authority,E92000001,England,E12000009,South West,E06000053,Isles of Scilly,420,Work based placement,1
202223,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E06000051,Shropshire,893,One on one tuition,41
202223,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000019,Sheffield,373,Education setting with URN,119
202223,Academic year,Local authority,E92000001,England,E12000002,North West,E10000017,Lancashire,888,Work based placement,2
202223,Academic year,Local authority,E92000001,England,E12000007,London,E09000025,Newham,316,Education setting with URN,90
202223,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E06000020,Telford and Wrekin,894,Other unregistered provider,1
202223,Academic year,Local authority,E92000001,England,E12000008,South East,E10000014,Hampshire,850,One on one tuition,118
202223,Academic year,Local authority,E92000001,England,E12000008,South East,E06000036,Bracknell Forest,867,Education setting with URN,65
202223,Academic year,Local authority,E92000001,England,E12000006,East of England,E10000020,Norfolk,926,Registered provider with UKPRN,44
202223,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E06000011,East Riding of Yorkshire,811,Other unregistered provider,15
202223,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000025,Birmingham,330,Non-maintained further education college,41
202223,Academic year,Local authority,E92000001,England,E12000007,London,E09000007,Camden,202,Education setting with URN,58
202223,Academic year,Local authority,E92000001,England,E12000002,North West,E08000010,Wigan,359,Education setting with URN,162
202223,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E06000010,"Kingston upon Hull, City of",810,Education setting with URN,34
202223,Academic year,Local authority,E92000001,England,E12000002,North West,E08000013,St. Helens,342,One on one tuition,6
202223,Academic year,Local authority,E92000001,England,E12000009,South West,E06000059,Dorset,838,Non-maintained further education college,2
202223,Academic year,Local authority,E92000001,England,E12000009,South West,E06000027,Torbay,880,Other unregistered provider,23
202223,Academic year,Local authority,E92000001,England,E12000002,North West,E06000049,Cheshire East,895,Non-maintained further education college,7
202223,Academic year,Local authority,E92000001,England,E12000007,London,E09000012,Hackney,204,Registered provider with UKPRN,1
202223,Academic year,Local authority,E92000001,England,E12000001,North East,E06000001,Hartlepool,805,One on one tuition,1
202223,Academic year,Local authority,E92000001,England,E12000007,London,E09000017,Hillingdon,312,Other unregistered provider,3
202223,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000056,Central Bedfordshire,823,Other unregistered provider,8
202223,Academic year,Local authority,E92000001,England,E12000006,East of England,E10000029,Suffolk,935,Non-maintained further education college,10
202223,Academic year,Local authority,E92000001,England,E12000007,London,E09000023,Lewisham,209,Work based placement,1
202223,Academic year,Local authority,E92000001,England,E12000001,North East,E08000037,Gateshead,390,Education setting with URN,150
202223,Academic year,Local authority,E92000001,England,E12000001,North East,E06000005,Darlington,841,Education setting with URN,58
202223,Academic year,Local authority,E92000001,England,E12000008,South East,E10000032,West Sussex,938,Education setting with URN,759
202223,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000028,Sandwell,333,Education setting with URN,221
202223,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E10000018,Leicestershire,855,Registered provider with UKPRN,72
202223,Academic year,Local authority,E92000001,England,E12000006,East of England,E10000015,Hertfordshire,919,One on one tuition,24
202223,Academic year,Local authority,E92000001,England,E12000007,London,E09000016,Havering,311,One on one tuition,35
202223,Academic year,Local authority,E92000001,England,E12000008,South East,E06000045,Southampton,852,Non-maintained further education college,4
202223,Academic year,Local authority,E92000001,England,E12000006,East of England,E10000012,Essex,881,Education setting with URN,297
202223,Academic year,Local authority,E92000001,England,E12000002,North West,E06000049,Cheshire East,895,Registered provider with UKPRN,5
202223,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000025,Birmingham,330,One on one tuition,255
202223,Academic year,Local authority,E92000001,England,E12000007,London,E09000002,Barking and Dagenham,301,Non-maintained further education college,1
202223,Academic year,Local authority,E92000001,England,E12000009,South West,E06000026,Plymouth,879,Education setting with URN,59
202223,Academic year,Local authority,E92000001,England,E12000002,North West,E10000006,Cumbria,909,Non-maintained further education college,1
202223,Academic year,Local authority,E92000001,England,E12000007,London,E09000012,Hackney,204,Non-maintained further education college,7
202223,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000055,Bedford,822,Education setting with URN,7
202223,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000030,Walsall,335,Work based placement,2
202223,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000017,Doncaster,371,Education setting with URN,301
202223,Academic year,Local authority,E92000001,England,E12000006,East of England,E10000015,Hertfordshire,919,Education setting with URN,370
202223,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000032,Bradford,380,Registered provider with UKPRN,5
202223,Academic year,Local authority,E92000001,England,E12000002,North West,E06000049,Cheshire East,895,One on one tuition,33
202223,Academic year,Local authority,E92000001,England,E12000007,London,E09000021,Kingston upon Thames,314,Education setting with URN,159
202223,Academic year,Local authority,E92000001,England,E12000007,London,E09000027,Richmond upon Thames,318,Non-maintained further education college,1
202223,Academic year,Local authority,E92000001,England,E12000002,North West,E08000006,Salford,355,Other unregistered provider,6
202223,Academic year,Local authority,E92000001,England,E12000008,South East,E10000025,Oxfordshire,931,Registered provider with UKPRN,30
202223,Academic year,Local authority,E92000001,England,E12000009,South West,E06000059,Dorset,838,One on one tuition,79
202223,Academic year,Local authority,E92000001,England,E12000001,North East,E06000002,Middlesbrough,806,Other unregistered provider,34
202223,Academic year,Local authority,E92000001,England,E12000002,North West,E08000005,Rochdale,354,Education setting with URN,94
202223,Academic year,Local authority,E92000001,England,E12000008,South East,E06000042,Milton Keynes,826,Non-maintained further education college,23
202223,Academic year,Local authority,E92000001,England,E12000007,London,E09000027,Richmond upon Thames,318,Work based placement,7
202223,Academic year,Local authority,E92000001,England,E12000001,North East,E06000001,Hartlepool,805,Education setting with URN,77
202223,Academic year,Local authority,E92000001,England,E12000006,East of England,E10000020,Norfolk,926,Work based placement,1
202223,Academic year,Local authority,E92000001,England,E12000007,London,E09000003,Barnet,302,Education setting with URN,139
202223,Academic year,Local authority,E92000001,England,E12000002,North West,E08000007,Stockport,356,One on one tuition,23
202223,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E06000051,Shropshire,893,Education setting with URN,143
202223,Academic year,Local authority,E92000001,England,E12000007,London,E09000023,Lewisham,209,Registered provider with UKPRN,6
202223,Academic year,Local authority,E92000001,England,E12000007,London,E09000007,Camden,202,One on one tuition,9
202223,Academic year,Local authority,E92000001,England,E12000007,London,E09000012,Hackney,204,Work based placement,1
202223,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000027,Dudley,332,Non-maintained further education college,32
202223,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E06000017,Rutland,857,Registered provider with UKPRN,17
202223,Academic year,Local authority,E92000001,England,E12000009,South West,E06000059,Dorset,838,Work based placement,12
202223,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000019,Sheffield,373,One on one tuition,15
202223,Academic year,Local authority,E92000001,England,E12000002,North West,E08000012,Liverpool,341,Other unregistered provider,2
202223,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000033,Calderdale,381,Other unregistered provider,4
202223,Academic year,Local authority,E92000001,England,E12000009,South West,E06000022,Bath and North East Somerset,800,Registered provider with UKPRN,55
202223,Academic year,Local authority,E92000001,England,E12000008,South East,E06000046,Isle of Wight,921,One on one tuition,41
202223,Academic year,Local authority,E92000001,England,E12000001,North East,E06000047,County Durham,840,Non-maintained further education college,22
202223,Academic year,Local authority,E92000001,England,E12000008,South East,E10000030,Surrey,936,Education setting with URN,1542
202223,Academic year,Local authority,E92000001,England,E12000007,London,E09000025,Newham,316,One on one tuition,17
202223,Academic year,Local authority,E92000001,England,E12000002,North West,E06000049,Cheshire East,895,Work based placement,4
202223,Academic year,Local authority,E92000001,England,E12000007,London,E09000024,Merton,315,One on one tuition,17
202223,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E06000021,Stoke-on-Trent,861,Work based placement,40
202223,Academic year,Local authority,E92000001,England,E12000007,London,E09000018,Hounslow,313,Other unregistered provider,4
202223,Academic year,Local authority,E92000001,England,E12000002,North West,E08000004,Oldham,353,Other unregistered provider,3
202223,Academic year,Local authority,E92000001,England,E12000007,London,E09000023,Lewisham,209,Education setting with URN,445
202223,Academic year,Local authority,E92000001,England,E12000006,East of England,E10000003,Cambridgeshire,873,Registered provider with UKPRN,203
202223,Academic year,Local authority,E92000001,England,E12000007,London,E09000008,Croydon,306,Education setting with URN,267
202223,Academic year,Local authority,E92000001,England,E12000008,South East,E06000042,Milton Keynes,826,One on one tuition,35
202223,Academic year,Local authority,E92000001,England,E12000009,South West,E10000008,Devon,878,Work based placement,3
202223,Academic year,Local authority,E92000001,England,E12000009,South West,E10000008,Devon,878,Other unregistered provider,57
202223,Academic year,Local authority,E92000001,England,E12000001,North East,E06000047,County Durham,840,One on one tuition,5
202223,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000018,Rotherham,372,One on one tuition,19
202223,Academic year,Local authority,E92000001,England,E12000009,South West,E10000013,Gloucestershire,916,Registered provider with UKPRN,2
202223,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000016,Barnsley,370,Other unregistered provider,1
202223,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000027,Dudley,332,One on one tuition,29
202223,Academic year,Local authority,E92000001,England,E12000008,South East,E06000045,Southampton,852,One on one tuition,8
202223,Academic year,Local authority,E92000001,England,E12000008,South East,E06000040,Windsor and Maidenhead,868,Non-maintained further education college,25
202223,Academic year,Local authority,E92000001,England,E12000002,North West,E06000009,Blackpool,890,Other unregistered provider,2
202223,Academic year,Local authority,E92000001,England,E12000002,North West,E10000017,Lancashire,888,Education setting with URN,555
202223,Academic year,Local authority,E92000001,England,E12000002,North West,E08000015,Wirral,344,One on one tuition,2
202223,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E06000018,Nottingham,892,One on one tuition,17
202223,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000034,Kirklees,382,Other unregistered provider,1
202223,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000032,Bradford,380,Education setting with URN,215
202223,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E06000015,Derby,831,Education setting with URN,223
202223,Academic year,Local authority,E92000001,England,E12000002,North West,E08000009,Trafford,358,One on one tuition,17
202223,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000029,Solihull,334,Non-maintained further education college,1
202223,Academic year,Local authority,E92000001,England,E12000007,London,E09000002,Barking and Dagenham,301,One on one tuition,8
202223,Academic year,Local authority,E92000001,England,E12000002,North West,E06000009,Blackpool,890,Work based placement,7
202223,Academic year,Local authority,E92000001,England,E12000002,North West,E10000006,Cumbria,909,One on one tuition,37
202223,Academic year,Local authority,E92000001,England,E12000008,South East,E06000039,Slough,871,Education setting with URN,51
202223,Academic year,Local authority,E92000001,England,E12000009,South West,E06000053,Isles of Scilly,420,Education setting with URN,1
202223,Academic year,Local authority,E92000001,England,E12000009,South West,E10000013,Gloucestershire,916,Other unregistered provider,46
202223,Academic year,Local authority,E92000001,England,E12000006,East of England,E10000029,Suffolk,935,Registered provider with UKPRN,17
202223,Academic year,Local authority,E92000001,England,E12000008,South East,E06000037,West Berkshire,869,Education setting with URN,87
202223,Academic year,Local authority,E92000001,England,E12000007,London,E09000031,Waltham Forest,320,One on one tuition,36
202223,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E06000012,North East Lincolnshire,812,Education setting with URN,191
202223,Academic year,Local authority,E92000001,England,E12000007,London,E09000012,Hackney,204,Education setting with URN,398
202223,Academic year,Local authority,E92000001,England,E12000009,South West,E10000008,Devon,878,Registered provider with UKPRN,58
202223,Academic year,Local authority,E92000001,England,E12000008,South East,E06000039,Slough,871,One on one tuition,1
202223,Academic year,Local authority,E92000001,England,E12000002,North West,E10000006,Cumbria,909,Education setting with URN,278
202223,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E10000034,Worcestershire,885,One on one tuition,129
202223,Academic year,Local authority,E92000001,England,E12000007,London,E09000005,Brent,304,Education setting with URN,190
202223,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000016,Barnsley,370,Registered provider with UKPRN,46
202223,Academic year,Local authority,E92000001,England,E12000006,East of England,E10000003,Cambridgeshire,873,Other unregistered provider,37
202223,Academic year,Local authority,E92000001,England,E12000008,South East,E06000045,Southampton,852,Education setting with URN,55
202223,Academic year,Local authority,E92000001,England,E12000008,South East,E10000011,East Sussex,845,One on one tuition,3
202223,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E06000014,York,816,Other unregistered provider,1
202223,Academic year,Local authority,E92000001,England,E12000007,London,E09000022,Lambeth,208,Non-maintained further education college,12
202223,Academic year,Local authority,E92000001,England,E12000002,North West,E08000015,Wirral,344,Education setting with URN,204
202223,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000027,Dudley,332,Education setting with URN,267
202223,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E06000061,North Northamptonshire,940,Education setting with URN,187
202223,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000034,Thurrock,883,Education setting with URN,48
202223,Academic year,Local authority,E92000001,England,E12000002,North West,E08000002,Bury,351,Other unregistered provider,27
202223,Academic year,Local authority,E92000001,England,E12000007,London,E09000019,Islington,206,One on one tuition,11
202223,Academic year,Local authority,E92000001,England,E12000008,South East,E06000042,Milton Keynes,826,Education setting with URN,67
202223,Academic year,Local authority,E92000001,England,E12000001,North East,E08000021,Newcastle upon Tyne,391,Other unregistered provider,6
202223,Academic year,Local authority,E92000001,England,E12000007,London,E09000008,Croydon,306,One on one tuition,42
202223,Academic year,Local authority,E92000001,England,E12000006,East of England,E10000020,Norfolk,926,Education setting with URN,985
202223,Academic year,Local authority,E92000001,England,E12000007,London,E09000027,Richmond upon Thames,318,Education setting with URN,175
202223,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000029,Solihull,334,Other unregistered provider,2
202223,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000031,Wolverhampton,336,Non-maintained further education college,27
202223,Academic year,Local authority,E92000001,England,E12000006,East of England,E10000003,Cambridgeshire,873,One on one tuition,93
202223,Academic year,Local authority,E92000001,England,E12000002,North West,E08000007,Stockport,356,Education setting with URN,196
202223,Academic year,Local authority,E92000001,England,E12000001,North East,E06000003,Redcar and Cleveland,807,Education setting with URN,107
202223,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E06000014,York,816,One on one tuition,13
202223,Academic year,Local authority,E92000001,England,E12000007,London,E09000024,Merton,315,Registered provider with UKPRN,2
202223,Academic year,Local authority,E92000001,England,E12000002,North West,E06000009,Blackpool,890,One on one tuition,4
202223,Academic year,Local authority,E92000001,England,E12000007,London,E09000031,Waltham Forest,320,Other unregistered provider,5
202223,Academic year,Local authority,E92000001,England,E12000008,South East,E10000014,Hampshire,850,Education setting with URN,1031
202223,Academic year,Local authority,E92000001,England,E12000007,London,E09000019,Islington,206,Work based placement,3
202223,Academic year,Local authority,E92000001,England,E12000007,London,E09000015,Harrow,310,Non-maintained further education college,5
202223,Academic year,Local authority,E92000001,England,E12000007,London,E09000001,City of London,201,Registered provider with UKPRN,2
202223,Academic year,Local authority,E92000001,England,E12000008,South East,E06000039,Slough,871,Other unregistered provider,3
202223,Academic year,Local authority,E92000001,England,E12000006,East of England,E10000029,Suffolk,935,Education setting with URN,373
202223,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E10000031,Warwickshire,937,Work based placement,2
202223,Academic year,Local authority,E92000001,England,E12000002,North West,E08000002,Bury,351,One on one tuition,8
202223,Academic year,Local authority,E92000001,England,E12000009,South West,E06000024,North Somerset,802,One on one tuition,29
202223,Academic year,Local authority,E92000001,England,E12000002,North West,E06000049,Cheshire East,895,Education setting with URN,521
202223,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000029,Solihull,334,One on one tuition,15
202223,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000027,Dudley,332,Other unregistered provider,41
202223,Academic year,Local authority,E92000001,England,E12000009,South West,E06000059,Dorset,838,Education setting with URN,467
202223,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000016,Barnsley,370,Education setting with URN,266
202223,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000018,Rotherham,372,Work based placement,7
202223,Academic year,Local authority,E92000001,England,E12000007,London,E09000010,Enfield,308,One on one tuition,42
202223,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000025,Birmingham,330,Education setting with URN,664
202223,Academic year,Local authority,E92000001,England,E12000007,London,E09000018,Hounslow,313,Education setting with URN,215
202223,Academic year,Local authority,E92000001,England,E12000008,South East,E06000046,Isle of Wight,921,Education setting with URN,83
202223,Academic year,Local authority,E92000001,England,E12000009,South West,E06000027,Torbay,880,Work based placement,4
202223,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E06000018,Nottingham,892,Non-maintained further education college,16
202223,Academic year,Local authority,E92000001,England,E12000001,North East,E06000047,County Durham,840,Work based placement,35
202223,Academic year,Local authority,E92000001,England,E12000007,London,E09000030,Tower Hamlets,211,Education setting with URN,108
202223,Academic year,Local authority,E92000001,England,E12000009,South West,E10000008,Devon,878,One on one tuition,24
