time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,new_la_code,la_name,old_la_code,setting_type,placements
202223,Academic year,Local authority,E92000001,England,E12000007,London,E09000021,Kingston upon Thames,314,One on one tuition,11
202223,Academic year,Local authority,E92000001,England,E12000007,London,E09000028,Southwark,210,Education setting with URN,203
202223,Academic year,Local authority,E92000001,England,E12000002,North West,E08000001,Bolton,350,Education setting with URN,205
202223,Academic year,Local authority,E92000001,England,E12000009,South West,E06000023,"Bristol, City of",801,Education setting with URN,162
202223,Academic year,Local authority,E92000001,England,E12000008,South East,E10000030,Surrey,936,One on one tuition,120
202223,Academic year,Local authority,E92000001,England,E12000009,South West,E06000025,South Gloucestershire,803,Work based placement,2
202223,Academic year,Local authority,E92000001,England,E12000002,North West,E06000050,Cheshire West and Chester,896,One on one tuition,4
202223,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E06000012,North East Lincolnshire,812,Non-maintained further education college,3
202223,Academic year,Local authority,E92000001,England,E12000009,South West,E06000058,"Bournemouth, Christchurch and Poole",839,One on one tuition,24
202223,Academic year,Local authority,E92000001,England,E12000008,South East,E10000016,Kent,886,Other unregistered provider,74
202223,Academic year,Local authority,E92000001,England,E12000009,South West,E06000058,"Bournemouth, Christchurch and Poole",839,Education setting with URN,399
202223,Academic year,Local authority,E92000001,England,E12000002,North West,E08000008,Tameside,357,Registered provider with UKPRN,13
202223,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000026,Coventry,331,Education setting with URN,103
202223,Academic year,Local authority,E92000001,England,E12000006,East of England,E10000020,Norfolk,926,Non-maintained further education college,8
202223,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000033,Southend-on-Sea,882,Education setting with URN,30
202223,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E10000023,North Yorkshire,815,One on one tuition,10
202223,Academic year,Local authority,E92000001,England,E12000007,London,E09000020,Kensington and Chelsea,207,One on one tuition,8
202223,Academic year,Local authority,E92000001,England,E12000008,South East,E06000060,Buckinghamshire,825,Education setting with URN,232
202223,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000030,Walsall,335,Non-maintained further education college,10
202223,Academic year,Local authority,E92000001,England,E12000007,London,E09000009,Ealing,307,One on one tuition,27
202223,Academic year,Local authority,E92000001,England,E12000008,South East,E10000016,Kent,886,Work based placement,9
202223,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E10000023,North Yorkshire,815,Other unregistered provider,23
202223,Academic year,Local authority,E92000001,England,E12000009,South West,E06000025,South Gloucestershire,803,Non-maintained further education college,25
202223,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000035,Leeds,383,Registered provider with UKPRN,4
202223,Academic year,Local authority,E92000001,England,E12000008,South East,E06000038,Reading,870,Education setting with URN,77
202223,Academic year,Local authority,E92000001,England,E12000007,London,E09000029,Sutton,319,One on one tuition,22
202223,Academic year,Local authority,E92000001,England,E12000007,London,E09000009,Ealing,307,Other unregistered provider,3
202223,Academic year,Local authority,E92000001,England,E12000007,London,E09000013,Hammersmith and Fulham,205,Education setting with URN,84
202223,Academic year,Local authority,E92000001,England,E12000008,South East,E06000036,Bracknell Forest,867,One on one tuition,3
202223,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E06000013,North Lincolnshire,813,Education setting with URN,134
202223,Academic year,Local authority,E92000001,England,E12000001,North East,E06000057,Northumberland,929,Work based placement,1
202223,Academic year,Local authority,E92000001,England,E12000001,North East,E06000057,Northumberland,929,Other unregistered provider,241
202223,Academic year,Local authority,E92000001,England,E12000002,North West,E06000007,Warrington,877,Registered provider with UKPRN,1
202223,Academic year,Local authority,E92000001,England,E12000007,London,E09000006,Bromley,305,Education setting with URN,322
202223,Academic year,Local authority,E92000001,England,E12000008,South East,E06000041,Wokingham,872,Other unregistered provider,18
202223,Academic year,Local authority,E92000001,England,E12000002,North West,E06000050,Cheshire West and Chester,896,Education setting with URN,118
202223,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E06000019,"Herefordshire, County of",884,One on one tuition,4
202223,Academic year,Local authority,E92000001,England,E12000007,London,E09000023,Lewisham,209,Non-maintained further education college,1
202223,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E06000016,Leicester,856,Education setting with URN,91
202223,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E10000019,Lincolnshire,925,Total,395
202223,Academic year,Local authority,E92000001,England,E12000002,North West,E08000006,Salford,355,Total,258
202223,Academic year,Local authority,E92000001,England,E12000009,South West,E06000026,Plymouth,879,Total,59
202223,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E06000016,Leicester,856,Total,93
202223,Academic year,Local authority,E92000001,England,E12000007,London,E09000023,Lewisham,209,Total,495
202223,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000036,Wakefield,384,Total,148
202223,Academic year,Local authority,E92000001,England,E12000009,South West,E06000024,North Somerset,802,Total,165
202223,Academic year,Local authority,E92000001,England,E12000008,South East,E06000060,Buckinghamshire,825,Total,280
202223,Academic year,Local authority,E92000001,England,E12000006,East of England,E10000015,Hertfordshire,919,Total,413
202223,Academic year,Local authority,E92000001,England,E12000009,South West,E06000052,Cornwall,908,Total,325
202223,Academic year,Local authority,E92000001,England,E12000007,London,E09000024,Merton,315,Total,370
202223,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E06000014,York,816,Total,29
202223,Academic year,Local authority,E92000001,England,E12000002,North West,E08000015,Wirral,344,Total,206
202223,Academic year,Local authority,E92000001,England,E12000007,London,E09000001,City of London,201,Total,2
202223,Academic year,Local authority,E92000001,England,E12000009,South West,E06000054,Wiltshire,865,Total,346
202223,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000055,Bedford,822,Total,171
202223,Academic year,Local authority,E92000001,England,E12000007,London,E09000002,Barking and Dagenham,301,Total,63
202223,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E10000034,Worcestershire,885,Total,467
202223,Academic year,Local authority,E92000001,England,E12000001,North East,E06000001,Hartlepool,805,Total,82
202223,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000030,Walsall,335,Total,206
202223,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000033,Calderdale,381,Total,134
202223,Academic year,Local authority,E92000001,England,E12000007,London,E09000032,Wandsworth,212,Total,304
202223,Academic year,Local authority,E92000001,England,E12000002,North West,E06000006,Halton,876,Total,60
202223,Academic year,Local authority,E92000001,England,E12000002,North West,E08000009,Trafford,358,Total,133
202223,Academic year,Local authority,E92000001,England,E12000009,South West,E10000013,Gloucestershire,916,Total,408
202223,Academic year,Local authority,E92000001,England,E12000007,London,E09000027,Richmond upon Thames,318,Total,185
202223,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E06000013,North Lincolnshire,813,Total,166
202223,Academic year,Local authority,E92000001,England,E12000001,North East,E08000037,Gateshead,390,Total,176
202223,Academic year,Local authority,E92000001,England,E12000008,South East,E06000040,Windsor and Maidenhead,868,Total,143
202223,Academic year,Local authority,E92000001,England,E12000008,South East,E10000011,East Sussex,845,Total,390
202223,Academic year,Local authority,E92000001,England,E12000008,South East,E10000025,Oxfordshire,931,Total,412
202223,Academic year,Local authority,E92000001,England,E12000002,North West,E06000050,Cheshire West and Chester,896,Total,137
202223,Academic year,Local authority,E92000001,England,E12000007,London,E09000005,Brent,304,Total,356
202223,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000033,Southend-on-Sea,882,Total,42
202223,Academic year,Local authority,E92000001,England,E12000009,South West,E06000058,"Bournemouth, Christchurch and Poole",839,Total,510
202223,Academic year,Local authority,E92000001,England,E12000002,North West,E08000012,Liverpool,341,Total,161
202223,Academic year,Local authority,E92000001,England,E12000002,North West,E10000017,Lancashire,888,Total,611
202223,Academic year,Local authority,E92000001,England,E12000007,London,E09000033,Westminster,213,Total,92
202223,Academic year,Local authority,E92000001,England,E12000002,North West,E06000007,Warrington,877,Total,95
202223,Academic year,Local authority,E92000001,England,E12000001,North East,E06000004,Stockton-on-Tees,808,Total,131
202223,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E06000015,Derby,831,Total,229
202223,Academic year,Local authority,E92000001,England,E12000002,North West,E08000010,Wigan,359,Total,210
202223,Academic year,Local authority,E92000001,England,E12000002,North West,E08000004,Oldham,353,Total,87
202223,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000031,Wolverhampton,336,Total,202
202223,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000025,Birmingham,330,Total,960
202223,Academic year,Local authority,E92000001,England,E12000007,London,E09000009,Ealing,307,Total,344
202223,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000034,Kirklees,382,Total,175
202223,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E10000028,Staffordshire,860,Total,755
202223,Academic year,Local authority,E92000001,England,E12000008,South East,E06000039,Slough,871,Total,55
202223,Academic year,Local authority,E92000001,England,E12000007,London,E09000018,Hounslow,313,Total,284
202223,Academic year,Local authority,E92000001,England,E12000007,London,E09000029,Sutton,319,Total,146
202223,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000016,Barnsley,370,Total,328
202223,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E10000024,Nottinghamshire,891,Total,987
202223,Academic year,Local authority,E92000001,England,E12000002,North West,E08000001,Bolton,350,Total,233
202223,Academic year,Local authority,E92000001,England,E12000007,London,E09000020,Kensington and Chelsea,207,Total,70
202223,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000034,Thurrock,883,Total,91
202223,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E06000061,North Northamptonshire,940,Total,187
202223,Academic year,Local authority,E92000001,England,E12000002,North West,E08000013,St. Helens,342,Total,134
202223,Academic year,Local authority,E92000001,England,E12000001,North East,E06000047,County Durham,840,Total,225
202223,Academic year,Local authority,E92000001,England,E12000001,North East,E08000023,South Tyneside,393,Total,73
202223,Academic year,Local authority,E92000001,England,E12000002,North West,E08000007,Stockport,356,Total,228
202223,Academic year,Local authority,E92000001,England,E12000006,East of England,E10000020,Norfolk,926,Total,1247
202223,Academic year,Local authority,E92000001,England,E12000009,South West,E06000027,Torbay,880,Total,74
202223,Academic year,Local authority,E92000001,England,E12000008,South East,E06000044,Portsmouth,851,Total,30
202223,Academic year,Local authority,E92000001,England,E12000007,London,E09000015,Harrow,310,Total,183
202223,Academic year,Local authority,E92000001,England,E12000007,London,E09000028,Southwark,210,Total,310
202223,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000028,Sandwell,333,Total,280
202223,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000031,Peterborough,874,Total,117
202223,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000019,Sheffield,373,Total,135
202223,Academic year,Local authority,E92000001,England,E12000007,London,E09000025,Newham,316,Total,117
202223,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E06000017,Rutland,857,Total,32
202223,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E06000011,East Riding of Yorkshire,811,Total,203
202223,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E10000031,Warwickshire,937,Total,317
202223,Academic year,Local authority,E92000001,England,E12000007,London,E09000012,Hackney,204,Total,409
202223,Academic year,Local authority,E92000001,England,E12000009,South West,E06000022,Bath and North East Somerset,800,Total,55
202223,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E06000020,Telford and Wrekin,894,Total,106
202223,Academic year,Local authority,E92000001,England,E12000001,North East,E06000002,Middlesbrough,806,Total,134
202223,Academic year,Local authority,E92000001,England,E12000007,London,E09000030,Tower Hamlets,211,Total,112
202223,Academic year,Local authority,E92000001,England,E12000007,London,E09000006,Bromley,305,Total,389
202223,Academic year,Local authority,E92000001,England,E12000008,South East,E06000045,Southampton,852,Total,68
202223,Academic year,Local authority,E92000001,England,E12000007,London,E09000016,Havering,311,Total,117
202223,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000029,Solihull,334,Total,186
202223,Academic year,Local authority,E92000001,England,E12000002,North West,E08000008,Tameside,357,Total,217
202223,Academic year,Local authority,E92000001,England,E12000007,London,E09000026,Redbridge,317,Total,135
202223,Academic year,Local authority,E92000001,England,E12000009,South West,E06000053,Isles of Scilly,420,Total,2
202223,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E06000012,North East Lincolnshire,812,Total,228
202223,Academic year,Local authority,E92000001,England,E12000001,North East,E08000021,Newcastle upon Tyne,391,Total,155
202223,Academic year,Local authority,E92000001,England,E12000002,North West,E06000008,Blackburn with Darwen,889,Total,68
202223,Academic year,Local authority,E92000001,England,E12000008,South East,E10000032,West Sussex,938,Total,895
202223,Academic year,Local authority,E92000001,England,E12000007,London,E09000013,Hammersmith and Fulham,205,Total,126
202223,Academic year,Local authority,E92000001,England,E12000008,South East,E06000037,West Berkshire,869,Total,88
202223,Academic year,Local authority,E92000001,England,E12000008,South East,E06000043,Brighton and Hove,846,Total,139
202223,Academic year,Local authority,E92000001,England,E12000002,North West,E06000049,Cheshire East,895,Total,575
202223,Academic year,Local authority,E92000001,England,E12000009,South West,E10000008,Devon,878,Total,1080
202223,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E10000018,Leicestershire,855,Total,558
202223,Academic year,Local authority,E92000001,England,E12000002,North West,E08000005,Rochdale,354,Total,95
202223,Academic year,Local authority,E92000001,England,E12000009,South West,E06000025,South Gloucestershire,803,Total,156
202223,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000026,Coventry,331,Total,123
202223,Academic year,Local authority,E92000001,England,E12000008,South East,E06000042,Milton Keynes,826,Total,125
202223,Academic year,Local authority,E92000001,England,E12000007,London,E09000010,Enfield,308,Total,253
202223,Academic year,Local authority,E92000001,England,E12000008,South East,E06000041,Wokingham,872,Total,171
202223,Academic year,Local authority,E92000001,England,E12000007,London,E09000021,Kingston upon Thames,314,Total,180
202223,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000017,Doncaster,371,Total,377
202223,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E10000023,North Yorkshire,815,Total,253
202223,Academic year,Local authority,E92000001,England,E12000002,North West,E10000006,Cumbria,909,Total,325
202223,Academic year,Local authority,E92000001,England,E12000007,London,E09000007,Camden,202,Total,67
202223,Academic year,Local authority,E92000001,England,E12000009,South West,E06000030,Swindon,866,Total,35
202223,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E06000018,Nottingham,892,Total,121
202223,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000056,Central Bedfordshire,823,Total,105
202223,Academic year,Local authority,E92000001,England,E12000007,London,E09000022,Lambeth,208,Total,241
202223,Academic year,Local authority,E92000001,England,E12000002,North West,E08000002,Bury,351,Total,283
202223,Academic year,Local authority,E92000001,England,E12000007,London,E09000003,Barnet,302,Total,141
202223,Academic year,Local authority,E92000001,England,E12000001,North East,E06000057,Northumberland,929,Total,479
202223,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E06000062,West Northamptonshire,941,Total,202
202223,Academic year,Local authority,E92000001,England,E12000001,North East,E08000024,Sunderland,394,Total,125
202223,Academic year,Local authority,E92000001,England,E12000008,South East,E10000016,Kent,886,Total,2240
202223,Academic year,Local authority,E92000001,England,E12000006,East of England,E10000029,Suffolk,935,Total,507
202223,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000032,Bradford,380,Total,231
202223,Academic year,Local authority,E92000001,England,E12000007,London,E09000014,Haringey,309,Total,174
202223,Academic year,Local authority,E92000001,England,E12000008,South East,E10000014,Hampshire,850,Total,1155
202223,Academic year,Local authority,E92000001,England,E12000008,South East,E06000046,Isle of Wight,921,Total,142
202223,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000027,Dudley,332,Total,369
202223,Academic year,Local authority,E92000001,England,E12000006,East of England,E10000003,Cambridgeshire,873,Total,606
202223,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E06000010,"Kingston upon Hull, City of",810,Total,67
202223,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000018,Rotherham,372,Total,205
202223,Academic year,Local authority,E92000001,England,E12000007,London,E09000011,Greenwich,203,Total,149
202223,Academic year,Local authority,E92000001,England,E12000008,South East,E06000036,Bracknell Forest,867,Total,70
202223,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E06000051,Shropshire,893,Total,196
202223,Academic year,Local authority,E92000001,England,E12000007,London,E09000004,Bexley,303,Total,91
202223,Academic year,Local authority,E92000001,England,E12000002,North West,E08000003,Manchester,352,Total,257
202223,Academic year,Local authority,E92000001,England,E12000002,North West,E08000011,Knowsley,340,Total,116
202223,Academic year,Local authority,E92000001,England,E12000006,East of England,E10000012,Essex,881,Total,578
202223,Academic year,Local authority,E92000001,England,E12000008,South East,E06000035,Medway,887,Total,364
202223,Academic year,Local authority,E92000001,England,E12000008,South East,E10000030,Surrey,936,Total,1736
202223,Academic year,Local authority,E92000001,England,E12000009,South West,E06000059,Dorset,838,Total,650
202223,Academic year,Local authority,E92000001,England,E12000001,North East,E06000003,Redcar and Cleveland,807,Total,112
202223,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E10000007,Derbyshire,830,Total,348
202223,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000035,Leeds,383,Total,295
202223,Academic year,Local authority,E92000001,England,E12000007,London,E09000008,Croydon,306,Total,315
202223,Academic year,Local authority,E92000001,England,E12000007,London,E09000017,Hillingdon,312,Total,240
202223,Academic year,Local authority,E92000001,England,E12000009,South West,E06000023,"Bristol, City of",801,Total,174
202223,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E06000021,Stoke-on-Trent,861,Total,523
202223,Academic year,Local authority,E92000001,England,E12000007,London,E09000031,Waltham Forest,320,Total,220
202223,Academic year,Local authority,E92000001,England,E12000001,North East,E08000022,North Tyneside,392,Total,84
202223,Academic year,Local authority,E92000001,England,E12000002,North West,E06000009,Blackpool,890,Total,141
202223,Academic year,Local authority,E92000001,England,E12000001,North East,E06000005,Darlington,841,Total,58
202223,Academic year,Local authority,E92000001,England,E12000007,London,E09000019,Islington,206,Total,76
202223,Academic year,Local authority,E92000001,England,E12000008,South East,E06000038,Reading,870,Total,92
202223,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E06000019,"Herefordshire, County of",884,Total,90
202223,Academic year,Local authority,E92000001,England,E12000009,South West,E10000027,Somerset,933,Total,479
202223,Academic year,Local authority,E92000001,England,E12000002,North West,E08000014,Sefton,343,Total,203
202223,Academic year,Regional,E92000001,England,E12000001,North East,,,,Education setting with URN,1358
202223,Academic year,Regional,E92000001,England,E12000001,North East,,,,Non-maintained further education college,41
202223,Academic year,Regional,E92000001,England,E12000001,North East,,,,One on one tuition,42
202223,Academic year,Regional,E92000001,England,E12000001,North East,,,,Other unregistered provider,305
202223,Academic year,Regional,E92000001,England,E12000001,North East,,,,Registered provider with UKPRN,52
202223,Academic year,Regional,E92000001,England,E12000001,North East,,,,Total,1834
202223,Academic year,Regional,E92000001,England,E12000001,North East,,,,Work based placement,36
202223,Academic year,Regional,E92000001,England,E12000002,North West,,,,Education setting with URN,4226
202223,Academic year,Regional,E92000001,England,E12000002,North West,,,,Non-maintained further education college,178
202223,Academic year,Regional,E92000001,England,E12000002,North West,,,,One on one tuition,239
202223,Academic year,Regional,E92000001,England,E12000002,North West,,,,Other unregistered provider,91
202223,Academic year,Regional,E92000001,England,E12000002,North West,,,,Registered provider with UKPRN,58
202223,Academic year,Regional,E92000001,England,E12000002,North West,,,,Total,4833
202223,Academic year,Regional,E92000001,England,E12000002,North West,,,,Work based placement,41
202223,Academic year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,,,,Education setting with URN,2369
202223,Academic year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,,,,Non-maintained further education college,94
202223,Academic year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,,,,One on one tuition,333
202223,Academic year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,,,,Other unregistered provider,76
202223,Academic year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,,,,Registered provider with UKPRN,56
202223,Academic year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,,,,Total,2974
202223,Academic year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,,,,Work based placement,46
202223,Academic year,Regional,E92000001,England,E12000004,East Midlands,,,,Education setting with URN,2160
202223,Academic year,Regional,E92000001,England,E12000004,East Midlands,,,,Non-maintained further education college,30
202223,Academic year,Regional,E92000001,England,E12000004,East Midlands,,,,One on one tuition,193
202223,Academic year,Regional,E92000001,England,E12000004,East Midlands,,,,Other unregistered provider,678
202223,Academic year,Regional,E92000001,England,E12000004,East Midlands,,,,Registered provider with UKPRN,90
202223,Academic year,Regional,E92000001,England,E12000004,East Midlands,,,,Total,3152
202223,Academic year,Regional,E92000001,England,E12000004,East Midlands,,,,Work based placement,1
202223,Academic year,Regional,E92000001,England,E12000005,West Midlands,,,,Education setting with URN,3797
202223,Academic year,Regional,E92000001,England,E12000005,West Midlands,,,,Non-maintained further education college,111
202223,Academic year,Regional,E92000001,England,E12000005,West Midlands,,,,One on one tuition,630
202223,Academic year,Regional,E92000001,England,E12000005,West Midlands,,,,Other unregistered provider,98
202223,Academic year,Regional,E92000001,England,E12000005,West Midlands,,,,Registered provider with UKPRN,99
202223,Academic year,Regional,E92000001,England,E12000005,West Midlands,,,,Total,4780
202223,Academic year,Regional,E92000001,England,E12000005,West Midlands,,,,Work based placement,45
202223,Academic year,Regional,E92000001,England,E12000006,East of England,,,,Education setting with URN,2499
202223,Academic year,Regional,E92000001,England,E12000006,East of England,,,,Non-maintained further education college,18
202223,Academic year,Regional,E92000001,England,E12000006,East of England,,,,One on one tuition,421
202223,Academic year,Regional,E92000001,England,E12000006,East of England,,,,Other unregistered provider,504
202223,Academic year,Regional,E92000001,England,E12000006,East of England,,,,Registered provider with UKPRN,434
202223,Academic year,Regional,E92000001,England,E12000006,East of England,,,,Total,3877
202223,Academic year,Regional,E92000001,England,E12000006,East of England,,,,Work based placement,1
202223,Academic year,Regional,E92000001,England,E12000007,London,,,,Education setting with URN,5550
202223,Academic year,Regional,E92000001,England,E12000007,London,,,,Non-maintained further education college,116
202223,Academic year,Regional,E92000001,England,E12000007,London,,,,One on one tuition,680
202223,Academic year,Regional,E92000001,England,E12000007,London,,,,Other unregistered provider,331
202223,Academic year,Regional,E92000001,England,E12000007,London,,,,Registered provider with UKPRN,44
202223,Academic year,Regional,E92000001,England,E12000007,London,,,,Total,6756
202223,Academic year,Regional,E92000001,England,E12000007,London,,,,Unknown,4
202223,Academic year,Regional,E92000001,England,E12000007,London,,,,Work based placement,31
202223,Academic year,Regional,E92000001,England,E12000008,South East,,,,Education setting with URN,7432
202223,Academic year,Regional,E92000001,England,E12000008,South East,,,,Non-maintained further education college,60
202223,Academic year,Regional,E92000001,England,E12000008,South East,,,,One on one tuition,692
202223,Academic year,Regional,E92000001,England,E12000008,South East,,,,Other unregistered provider,237
202223,Academic year,Regional,E92000001,England,E12000008,South East,,,,Registered provider with UKPRN,140
202223,Academic year,Regional,E92000001,England,E12000008,South East,,,,Total,8595
202223,Academic year,Regional,E92000001,England,E12000008,South East,,,,Work based placement,34
202223,Academic year,Regional,E92000001,England,E12000009,South West,,,,Education setting with URN,3617
202223,Academic year,Regional,E92000001,England,E12000009,South West,,,,Non-maintained further education college,59
202223,Academic year,Regional,E92000001,England,E12000009,South West,,,,One on one tuition,311
202223,Academic year,Regional,E92000001,England,E12000009,South West,,,,Other unregistered provider,237
202223,Academic year,Regional,E92000001,England,E12000009,South West,,,,Registered provider with UKPRN,272
202223,Academic year,Regional,E92000001,England,E12000009,South West,,,,Total,4518
202223,Academic year,Regional,E92000001,England,E12000009,South West,,,,Work based placement,22
202223,Academic year,National,E92000001,England,,,,,,Education setting with URN,33008
202223,Academic year,National,E92000001,England,,,,,,Non-maintained further education college,707
202223,Academic year,National,E92000001,England,,,,,,One on one tuition,3541
202223,Academic year,National,E92000001,England,,,,,,Other unregistered provider,2557
202223,Academic year,National,E92000001,England,,,,,,Registered provider with UKPRN,1245
202223,Academic year,National,E92000001,England,,,,,,Total,41319
202223,Academic year,National,E92000001,England,,,,,,Unknown,4
202223,Academic year,National,E92000001,England,,,,,,Work based placement,257
